GROUP,antiPDL1TumorGrowthRate,PBSTumorGrowthRate,
1,8.108591233,3.49096504,
2,92.71983182,24.01182209,
3,13.43189784,16.39821054,
4,3.307751237,31.25494979,
5,13.82155604,32.63483472,
6,34.15670994,13.88613119,
8,16.18258805,3.448857561,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
